1.396442971845002212e+01;4.337384620219764814e-02
1.403390449316867894e+01;4.338027719334397458e-02
1.410337926788733576e+01;4.338886746925068455e-02
1.417285404260599257e+01;4.339877248720633990e-02
1.424232881732464939e+01;4.340902046429350597e-02
1.431180359204330621e+01;4.341860726364397266e-02
1.438127836676196303e+01;4.342659399808934673e-02
1.445075314148061985e+01;4.343219805941167522e-02
1.452022791619927666e+01;4.343486899573471144e-02
1.458970269091793348e+01;4.343434208722252166e-02
1.465917746563659030e+01;4.343066449264974122e-02
1.472865224035524712e+01;4.342419131900179113e-02
1.479812701507390393e+01;4.341555173803312434e-02
1.486760178979256075e+01;4.340558813192701981e-02
1.493707656451121757e+01;4.339527394396443943e-02
1.500655133922987439e+01;4.338561815615473577e-02
1.507602611394853120e+01;4.337756583305910074e-02
1.514550088866718802e+01;4.337190473099831328e-02
1.521497566338584484e+01;4.336918745201400610e-02
1.528445043810450166e+01;4.336967704424776054e-02
1.535392521282315847e+01;4.337332149082501892e-02
1.542339998754181529e+01;4.337975949232360934e-02
1.549287476226047211e+01;4.338835671150498285e-02
1.556234953697912893e+01;4.339826859631711053e-02
1.563182431169778575e+01;4.340852335341883333e-02
1.570129908641644256e+01;4.341811683559240742e-02
1.577077386113509938e+01;4.342611014649193357e-02
1.584024863585375620e+01;4.343172067085965954e-02
1.590972341057241302e+01;4.343439795263980691e-02
1.597919818529106983e+01;4.343387727112020535e-02
1.604867296000972843e+01;4.343020578760480727e-02
1.611814773472838525e+01;4.342373861479679326e-02
1.618762250944704206e+01;4.341510493283393807e-02
1.625709728416569888e+01;4.340514713417781972e-02
1.632657205888435570e+01;4.339483867334219258e-02
1.639604683360301252e+01;4.338518854351604281e-02
1.646552160832166933e+01;4.337714181939178459e-02
1.653499638304032615e+01;4.337148626551495800e-02
1.660447115775898297e+01;4.336877448958896542e-02
1.667394593247763979e+01;4.336926954246494298e-02
1.674342070719629660e+01;4.337291940694214254e-02
1.681289548191495342e+01;4.337936278044164651e-02
1.688237025663361024e+01;4.338796532022268920e-02
1.695184503135226706e+01;4.339788246707452363e-02
1.702131980607092387e+01;4.340814241967030224e-02
1.709079458078958069e+01;4.341774102286077158e-02
1.716026935550823751e+01;4.342573937326680428e-02
1.722974413022689433e+01;4.343135485023578296e-02
1.729921890494555115e+01;4.343403699451071909e-02
1.736869367966420796e+01;4.343352108470713985e-02
1.743816845438286478e+01;4.342985428406687803e-02
1.750764322910152160e+01;4.342339170967478290e-02
1.757711800382017842e+01;4.341476254809195634e-02
1.764659277853883523e+01;4.340480919965704343e-02
1.771606755325749205e+01;4.339450512749329358e-02
1.778554232797614887e+01;4.338485933335264888e-02
1.785501710269480569e+01;4.337681689969407478e-02
1.792449187741346250e+01;4.337116559736457766e-02
1.799396665213211932e+01;4.336845803840545799e-02
1.806344142685077614e+01;4.336895727574693882e-02
1.813291620156943296e+01;4.337261129193448889e-02
1.820239097628808977e+01;4.337905878197209630e-02
1.827186575100674659e+01;4.338766539890365204e-02
1.834134052572540341e+01;4.339758657803187425e-02
1.841081530044406023e+01;4.340785051191099059e-02
1.848029007516271705e+01;4.341745303931088956e-02
1.854976484988137386e+01;4.342545525146682822e-02
1.861923962460003068e+01;4.343107452359094151e-02
1.868871439931868750e+01;4.343376039397425781e-02
1.875818917403734432e+01;4.343324814071357343e-02
1.882766394875600113e+01;4.342958492853860736e-02
1.889713872347465795e+01;4.342312587789104450e-02
1.896661349819331477e+01;4.341450018025419522e-02
1.903608827291197159e+01;4.340455024200277206e-02
1.910556304763062840e+01;4.339424953285746928e-02
1.917503782234928522e+01;4.338460706113406173e-02
1.924451259706794204e+01;4.337656791523959027e-02
1.931398737178659886e+01;4.337091987085170408e-02
1.938346214650525567e+01;4.336821554333613465e-02
1.945293692122391249e+01;4.336871798721361054e-02
1.952241169594256931e+01;4.337237518483767068e-02
1.959188647066122613e+01;4.337882582936038178e-02
1.966136124537988294e+01;4.338743557059258210e-02
1.973083602009853976e+01;4.339735983963546873e-02
1.980031079481719658e+01;4.340762682435236192e-02
1.986978556953585340e+01;4.341723235885755483e-02
1.993926034425451022e+01;4.342523753025470667e-02
2.000873511897316703e+01;4.343085971058858324e-02
2.007820989369182385e+01;4.343354843626956452e-02
2.014768466841048067e+01;4.343303898500148336e-02
2.021715944312913749e+01;4.342937852264987936e-02
2.028663421784779430e+01;4.342292217223119727e-02
2.035610899256645112e+01;4.341429912900048038e-02
2.042558376728510794e+01;4.340435180395665893e-02
2.049505854200376476e+01;4.339405367187621626e-02
2.056453331672242157e+01;4.338441374610388368e-02
2.063400809144107839e+01;4.337637711960732473e-02
2.070348286615973521e+01;4.337073157176493665e-02
2.077295764087839203e+01;4.336802972048894173e-02
2.084243241559704884e+01;4.336853462152066851e-02
2.091190719031570566e+01;4.337219425706474729e-02
2.098138196503436248e+01;4.337864731885467812e-02
2.105085673975301930e+01;4.338725945422490515e-02
2.112033151447167612e+01;4.339718609105538971e-02
2.118980628919033293e+01;4.340745541361635401e-02
2.125928106390898975e+01;4.341706325245170417e-02
2.132875583862764657e+01;4.342507069150171317e-02
2.139823061334630339e+01;4.343069510038347070e-02
2.146770538806496020e+01;4.343338601406666888e-02
2.153718016278361702e+01;4.343287870995178601e-02
2.160665493750227384e+01;4.342922035477830150e-02
2.167612971222093066e+01;4.342276607353193901e-02
2.174560448693958747e+01;4.341414506436021975e-02
2.181507926165824429e+01;4.340419974180603768e-02
2.188455403637690111e+01;4.339390358451927082e-02
2.195402881109555793e+01;4.338426560969865786e-02
2.202350358581421474e+01;4.337623091380481827e-02
2.209297836053287156e+01;4.337058727905351851e-02
2.216245313525152838e+01;4.336788732530862805e-02
2.223192790997018520e+01;4.336839410924483301e-02
2.230140268468884202e+01;4.337205561295635892e-02
2.237087745940749883e+01;4.337851052708652927e-02
2.244035223412615565e+01;4.338712449707329138e-02
