1.972654828428210272e-01;1.983068448476210943e-01;1.989518738564868272e-01;1.993505278021965033e-01;1.995965761907064484e-01;1.997483091425449608e-01;1.998418312650138973e-01;1.998994561723921037e-01;1.999349555524271849e-01;1.999568220258959306e-01;1.999702900644218795e-01;1.999785849393436177e-01;1.999836935596595866e-01;1.999868397719421764e-01;1.999887774047189315e-01;1.999899707150997463e-01;1.999907056183876097e-01;1.999911581967505070e-01;1.999914369032156081e-01;1.999916084408210337e-01
1.928984635618989918e-01;1.955774435277159440e-01;1.972524770438347508e-01;1.982937337559137481e-01;1.989386974791860774e-01;1.993373110506272972e-01;1.995833345108106727e-01;1.997350520861411738e-01;1.998285647297137479e-01;1.998861837955826226e-01;1.999216795772827127e-01;1.999435438345134597e-01;1.999570105057141556e-01;1.999653045422140341e-01;1.999704126421648631e-01;1.999735585475675148e-01;1.999754959737853333e-01;1.999766891458441831e-01;1.999774239742903303e-01;1.999778765252253343e-01
1.819986859597663986e-01;1.886217697139507821e-01;1.928653386126442382e-01;1.955436076325737793e-01;1.972181954129018921e-01;1.982591745796025984e-01;1.989039662139446829e-01;1.993024733612560606e-01;1.995484311115800491e-01;1.997001081554515833e-01;1.997935958134154366e-01;1.998511994828753024e-01;1.998866857789425577e-01;1.999085441922780204e-01;1.999220072663198955e-01;1.999302990870735208e-01;1.999354058166926962e-01;1.999385508802766220e-01;1.999404877948995352e-01;1.999416806637520638e-01
1.570466298316754161e-01;1.718352016787381420e-01;1.819189462908772925e-01;1.885374534924304513e-01;1.927780678343443965e-01;1.954544636714669881e-01;1.971278770372625055e-01;1.981681249333976103e-01;1.988124631515592877e-01;1.992106898946926774e-01;1.994564745138752981e-01;1.996080447663771684e-01;1.997014665929979504e-01;1.997590296958519918e-01;1.997944909999618268e-01;1.998163340191942972e-01;1.998297876101942927e-01;1.998380735898778460e-01;1.998431767286346639e-01;1.998463195722728625e-01
1.106459011222283295e-01;1.364719328652849450e-01;1.568809268410349678e-01;1.716435081935455409e-01;1.817091363661517134e-01;1.883155994807297062e-01;1.925484383059173077e-01;1.952199044693158636e-01;1.968902271114887637e-01;1.979285505101993081e-01;1.985716954641696397e-01;1.989691842620233964e-01;1.992145132484347825e-01;1.993658024554891550e-01;1.994590510319592669e-01;1.995165073748740303e-01;1.995519029072814199e-01;1.995737054106758446e-01;1.995871340478798384e-01;1.995954046586353725e-01
5.430430190925060463e-02;8.166957438983957207e-02;1.104094445281213061e-01;1.361281832115066037e-01;1.564464661163005310e-01;1.711408597789594310e-01;1.811589579927941895e-01;1.877338221346168401e-01;1.919462608636525180e-01;1.946047932916866452e-01;1.962670069227189507e-01;1.973002810778368699e-01;1.979402952962407702e-01;1.983358479642137739e-01;1.985799815169882465e-01;1.987305333510753225e-01;1.988233273741267237e-01;1.988805036130627535e-01;1.989157265792539930e-01;1.989374227845923659e-01
1.803093084106446864e-02;3.254784682646028049e-02;5.418432394021807652e-02;8.133354379194628059e-02;1.097960318834011045e-01;1.352355152001968042e-01;1.553177313928692793e-01;1.698346775078093673e-01;1.797290845210563759e-01;1.862217138966383578e-01;1.903810611937005737e-01;1.930059329044015171e-01;1.946470421757750258e-01;1.956671751680747473e-01;1.962990412948465990e-01;1.966895549522997555e-01;1.969305772393546428e-01;1.970792099657274199e-01;1.971708209552351099e-01;1.972272681867557609e-01
5.097805422913644600e-03;9.677479039480105932e-03;1.816491070876671832e-02;3.257015462248697563e-02;5.389412902078385970e-02;8.049165522116022431e-02;1.082466286893460083e-01;1.329743886974164291e-01;1.524551656153220747e-01;1.665200561137042679e-01;1.760993448878147849e-01;1.823824594298523172e-01;1.864065352764947836e-01;1.889456396644569325e-01;1.905329737164735970e-01;1.915196216265508122e-01;1.921307253169748097e-01;1.925083988058930717e-01;1.927414930781491675e-01;1.928852355899006998e-01
1.650747536376554652e-03;2.956335395856780120e-03;5.427716090432920665e-03;1.009887917330230291e-02;1.858946476442970702e-02;3.273193229382902886e-02;5.329881169897889709e-02;7.855820836747286207e-02;1.046016411778978306e-01;1.276112699388385618e-01;1.456416129511222957e-01;1.586166729497578143e-01;1.674362750865898697e-01;1.732142507310178992e-01;1.769121589495415980e-01;1.792444457659343460e-01;1.807021008331529399e-01;1.816079967355238300e-01;1.821690290347674490e-01;1.825157363165845203e-01
7.653987005327593301e-04;1.277043605886057096e-03;2.159660800234209938e-03;3.715013345176422250e-03;6.502013330240531165e-03;1.148912747891125963e-02;2.009377087469134057e-02;3.374053936598501308e-02;5.271077724786802504e-02;7.512125760483208403e-02;9.753861967314211845e-02;1.169267617184546748e-01;1.319089570887487795e-01;1.425967819805692149e-01;1.498228245558905491e-01;1.545413429971525532e-01;1.575551686028824616e-01;1.594536791095418626e-01;1.606393396866926948e-01;1.613758589697670554e-01
5.230068349206079244e-04;8.504328200878399002e-04;1.383944512199029083e-03;2.254760800001435507e-03;3.679018432527185554e-03;6.011123741720684165e-03;9.816632485428871194e-03;1.592469906833933468e-02;2.531403021237161113e-02;3.860293891994491522e-02;5.523599242059108044e-02;7.320579548386801916e-02;8.997341872150965703e-02;1.037715279215227909e-01;1.140840784781597117e-01;1.212842712395461459e-01;1.260868567119953210e-01;1.291965576814519401e-01;1.311724515898528842e-01;1.324131268693828634e-01
4.228645909299388883e-04;6.854220595689119620e-04;1.109779313945415211e-03;1.793665850554365280e-03;2.890663230399305016e-03;4.637067751363446212e-03;7.383626835221788337e-03;1.161923019337905358e-02;1.794971615895961034e-02;2.695837934714974057e-02;3.887319365338060689e-02;5.312918445717872140e-02;6.823959789186131997e-02;8.234375227906932937e-02;9.406593548104223712e-02;1.029332090751258477e-01;1.091894563545839497e-01;1.133952664614603784e-01;1.161333583912183276e-01;1.178793751624990643e-01
3.394539393646413879e-04;5.503833387979019430e-04;8.915601179153848218e-04;1.442082681853648542e-03;2.326948490408940577e-03;3.740289030195499687e-03;5.975014573616954996e-03;9.451936262668384631e-03;1.472584345135133019e-02;2.241875220102244187e-02;3.300928444905260051e-02;4.646089891788614257e-02;6.187971261522060007e-02;7.759780482581299377e-02;9.182721781948036122e-02;1.034042220236384424e-01;1.120426712420430765e-01;1.180864705852965879e-01;1.221289133995563381e-01;1.247526321554650042e-01
2.539735610793364233e-04;4.119838521438195806e-04;6.678845077923247810e-04;1.081643852874323219e-03;1.748872645717912139e-03;2.820250798557645197e-03;4.528741378732177754e-03;7.223188206877220394e-03;1.139827397954704981e-02;1.769109223270793479e-02;2.678313661870693543e-02;3.913133108176926334e-02;5.453950788472056166e-02;7.183556482747442684e-02;8.908716619393064473e-02;1.043948142919250005e-01;1.166458967799434004e-01;1.256757180986323719e-01;1.319394763448454855e-01;1.361052464282754559e-01
