3.629451345892826665e-06;3.633707803403648968e-06;3.637240406585456382e-06;3.640171473572306771e-06;3.642602876801859751e-06;3.644619445988659324e-06;3.646291690513226856e-06;3.647678218686381083e-06;3.648827729988710865e-06;3.649780665911220084e-06;3.650570603737480692e-06;3.651225339236541566e-06;3.651768033910116044e-06;3.652217837335821205e-06;3.652590616882608149e-06;3.652899564381409096e-06;3.653155483579073230e-06;3.653367713084367147e-06;3.653543512116306218e-06;3.653689164867467545e-06;3.653810042376384880e-06;3.653909969287527372e-06;3.653993089219889647e-06;3.654061807221416459e-06;3.654118828662689769e-06;3.654165850610782003e-06;3.654204491935192537e-06;3.654237115947892708e-06;3.654264631342375400e-06;3.654286317697040904e-06;3.654304849443110900e-06;3.654321185050843555e-06;3.654333099617625295e-06;3.654342214861164344e-06;3.654351510115963232e-06;3.654357602078102206e-06;3.654364915039668250e-06;3.654367376765774042e-06;3.654373047426796464e-06;3.654373938414622009e-06;3.654383878060499615e-06;3.654386232845207735e-06;3.654380412949163729e-06;3.654380675957535592e-06;3.654381489142592688e-06;3.654397690730989849e-06;3.654372160602027740e-06;3.654375440034053649e-06;3.654402641439850079e-06;3.654404678791570430e-06
5.269211974433814607e-06;5.278201916097222750e-06;5.285668402117207762e-06;5.291867161306304785e-06;5.297011756131836589e-06;5.301280319455572263e-06;5.304821236434233950e-06;5.307757989141804533e-06;5.310193303213864334e-06;5.312212531012162939e-06;5.313886616366067105e-06;5.315274390998227712e-06;5.316424761094925257e-06;5.317378294608076844e-06;5.318168633394795492e-06;5.318823632733903198e-06;5.319366480197924292e-06;5.319816396867871707e-06;5.320189250219191032e-06;5.320498263922348022e-06;5.320754358568962806e-06;5.320966446192799104e-06;5.321142235758196736e-06;5.321288209829699358e-06;5.321408928404977231e-06;5.321508738943182131e-06;5.321591939450597481e-06;5.321660470112643715e-06;5.321717165157941704e-06;5.321764822413387757e-06;5.321803605557112915e-06;5.321835739886512057e-06;5.321862418133010927e-06;5.321885245669407995e-06;5.321903386484626542e-06;5.321918713475523703e-06;5.321930732089195870e-06;5.321943384572861579e-06;5.321950391535712097e-06;5.321958553644979097e-06;5.321964111037321094e-06;5.321973955223768849e-06;5.321975852018575540e-06;5.321972852574510498e-06;5.321986460870048998e-06;5.321984743476707880e-06;5.321978308466239668e-06;5.321981216781285063e-06;5.321998763112230909e-06;5.321982887924374154e-06
7.638938421755230848e-06;7.657889187384477400e-06;7.673645082804384364e-06;7.686737185407414510e-06;7.697610665287393027e-06;7.706637953546152412e-06;7.714130062128396183e-06;7.720346383853827658e-06;7.725503040989265021e-06;7.729779846826121436e-06;7.733326410636286085e-06;7.736267032976973515e-06;7.738704999923654853e-06;7.740726032523969336e-06;7.742401334006834444e-06;7.743789977433762861e-06;7.744940912753676707e-06;7.745894847587670901e-06;7.746685408575434682e-06;7.747340636102011512e-06;7.747883549851093102e-06;7.748333593511754638e-06;7.748706547155205401e-06;7.749015465489106821e-06;7.749271692439897968e-06;7.749483736361824059e-06;7.749659728950488834e-06;7.749805430885923097e-06;7.749926061655731084e-06;7.750025998215323388e-06;7.750109063322695917e-06;7.750177772912635838e-06;7.750234537563219480e-06;7.750281714666086054e-06;7.750321830200559541e-06;7.750353918078327960e-06;7.750381482657448236e-06;7.750403665931413950e-06;7.750421356547924771e-06;7.750437181308072269e-06;7.750448564211796280e-06;7.750460949559582430e-06;7.750468681116218800e-06;7.750473629326979817e-06;7.750482660190166463e-06;7.750491090484274388e-06;7.750482714571092834e-06;7.750497825128548052e-06;7.750503345029739660e-06;7.750495782376807586e-06
1.105160543484171041e-05;1.109144061957756835e-05;1.112461123911131450e-05;1.115220896010373615e-05;1.117515404678342217e-05;1.119421988323294563e-05;1.121005477709068102e-05;1.122320107964471803e-05;1.123411172927482177e-05;1.124316448175014889e-05;1.125067403423349666e-05;1.125690230396123686e-05;1.126206711602855673e-05;1.126634949365008158e-05;1.126989987676013526e-05;1.127284306532598543e-05;1.127528280906780506e-05;1.127730503272009325e-05;1.127898113745900843e-05;1.128037029952164224e-05;1.128152160568993271e-05;1.128247578341465472e-05;1.128326656931789252e-05;1.128392177126774369e-05;1.128446489338726742e-05;1.128491499710013393e-05;1.128528793338558584e-05;1.128559694083725682e-05;1.128585283769222892e-05;1.128606523944328796e-05;1.128624112002633819e-05;1.128638698315183061e-05;1.128650748756622714e-05;1.128660769086801418e-05;1.128669088010671835e-05;1.128675875250151758e-05;1.128681645411716737e-05;1.128686277851162205e-05;1.128690197028262571e-05;1.128693578514949029e-05;1.128696252096485447e-05;1.128698495457503028e-05;1.128700312253717706e-05;1.128701603483456296e-05;1.128702889726189814e-05;1.128704189939716543e-05;1.128704794470763753e-05;1.128705827641750058e-05;1.128705500847159592e-05;1.128706186090086616e-05
1.594128185237102412e-05;1.602466942107652858e-05;1.609426357992743451e-05;1.615227381514508818e-05;1.620057874461593560e-05;1.624076810324118122e-05;1.627418204216221851e-05;1.630194679442845029e-05;1.632500647228746874e-05;1.634415086744562309e-05;1.636003958191422931e-05;1.637322271742019391e-05;1.638415854726443295e-05;1.639322851600566211e-05;1.640074980635372687e-05;1.640698606443976177e-05;1.641215629587594528e-05;1.641644239875892958e-05;1.641999522438891259e-05;1.642294012330926516e-05;1.642538098217003270e-05;1.642740396638795616e-05;1.642908061942195376e-05;1.643047005815507911e-05;1.643162162904968689e-05;1.643257584366577187e-05;1.643336678685169467e-05;1.643402210976203166e-05;1.643456516852849183e-05;1.643501518327516363e-05;1.643538798601660656e-05;1.643569698723981558e-05;1.643595335053660747e-05;1.643616555291645137e-05;1.643634143194154035e-05;1.643648724396260772e-05;1.643660809198196034e-05;1.643670844240339057e-05;1.643679160946177469e-05;1.643685921800340697e-05;1.643691636024029919e-05;1.643696420686921366e-05;1.643700112114311094e-05;1.643703471526146315e-05;1.643706367712184906e-05;1.643708275407452328e-05;1.643710549306965496e-05;1.643712162110828735e-05;1.643713044502439279e-05;1.643713606668172081e-05
2.289577422597527566e-05;2.306926618506549426e-05;2.321454426991717893e-05;2.333597437419031672e-05;2.343731835332582396e-05;2.352179367898512386e-05;2.359213601179792802e-05;2.365066034886726109e-05;2.369931821801432508e-05;2.373974967180411398e-05;2.377332952231103307e-05;2.380120787967837382e-05;2.382434527050059987e-05;2.384354275461626681e-05;2.385946769142175699e-05;2.387267550809767797e-05;2.388362811568344964e-05;2.389270945672182915e-05;2.390023845700439816e-05;2.390647991627250165e-05;2.391165364727221881e-05;2.391594204340118969e-05;2.391949642784932430e-05;2.392244233369031830e-05;2.392488388953254290e-05;2.392690722302508492e-05;2.392858410825897552e-05;2.392997379895777196e-05;2.393112533095480737e-05;2.393207982465095205e-05;2.393287058844291993e-05;2.393352608309606150e-05;2.393406914230182005e-05;2.393451925593327297e-05;2.393489187729183612e-05;2.393520109967111928e-05;2.393545686590257577e-05;2.393566910832527206e-05;2.393584529069958165e-05;2.393599057973259017e-05;2.393611178816895113e-05;2.393621078316263148e-05;2.393629538254131190e-05;2.393636453072650263e-05;2.393642073368856642e-05;2.393646910697332791e-05;2.393650794487602634e-05;2.393653919175879990e-05;2.393656868300664972e-05;2.393658490306180847e-05
3.268232624934513573e-05;3.304004768691681576e-05;3.334107121531465609e-05;3.359370166605789282e-05;3.380524854983559224e-05;3.398206923055676053e-05;3.412964151038488432e-05;3.425265050029869716e-05;3.435507971783103583e-05;3.444030013867721286e-05;3.451115348238530475e-05;3.457002790622467676e-05;3.461892535309399506e-05;3.465952054522623512e-05;3.469321215396140576e-05;3.472116666323307510e-05;3.474435583967911139e-05;3.476358846133443560e-05;3.477953716627189248e-05;3.479276102039912495e-05;3.480372438155859409e-05;3.481281290106898651e-05;3.482034665353663422e-05;3.482659123406396683e-05;3.483176699419420294e-05;3.483605671217007889e-05;3.483961194509491486e-05;3.484255832069505865e-05;3.484500004856294939e-05;3.484702363334187935e-05;3.484870064373546904e-05;3.485009032804249049e-05;3.485124183907157088e-05;3.485219619603290128e-05;3.485298709814206635e-05;3.485364234935117277e-05;3.485418546995647942e-05;3.485463502092846200e-05;3.485500838513854181e-05;3.485531697627913166e-05;3.485557372313310628e-05;3.485578594227318772e-05;3.485596175791563474e-05;3.485610631179367793e-05;3.485622816095031737e-05;3.485632787511675916e-05;3.485640931165329630e-05;3.485648050199688770e-05;3.485653812462552085e-05;3.485658333981733422e-05
4.624553667335829578e-05;4.697340863830216386e-05;4.759035705309079182e-05;4.811122042464092930e-05;4.854952862102599999e-05;4.891737385379231733e-05;4.922539911316979047e-05;4.948286103065637224e-05;4.969773556394372743e-05;4.987684447555644008e-05;5.002598798813946414e-05;5.015007442602761634e-05;5.025324150050085271e-05;5.033896651565740948e-05;5.041016440235978826e-05;5.046927368518498936e-05;5.051833089686528724e-05;5.055903451704420632e-05;5.059279949123121997e-05;5.062080346970538670e-05;5.064402585856234639e-05;5.066328065681626792e-05;5.067924405106132929e-05;5.069247756691196876e-05;5.070344721496593873e-05;5.071253971207809419e-05;5.072007596554796162e-05;5.072632208451948452e-05;5.073149866141417590e-05;5.073578882117136797e-05;5.073934427825005643e-05;5.074229072693432389e-05;5.074473243269747363e-05;5.074675589686770071e-05;5.074843255949920164e-05;5.074982213410079936e-05;5.075097356335187091e-05;5.075192769644092290e-05;5.075271848987438525e-05;5.075337384374743564e-05;5.075391685310834102e-05;5.075436704612971874e-05;5.075473927594531320e-05;5.075504814630735288e-05;5.075530397481314599e-05;5.075551626933425372e-05;5.075569180613577198e-05;5.075583863745499028e-05;5.075595822908229507e-05;5.075605969943058638e-05
6.463950798105143108e-05;6.609211616036964314e-05;6.733640741580917217e-05;6.839613336895953980e-05;6.929436392003965610e-05;7.005270261294965935e-05;7.069084768690380067e-05;7.122640428806672748e-05;7.167486764542952099e-05;7.204971459553685155e-05;7.236255744859291085e-05;7.262332812970179435e-05;7.284047129956937230e-05;7.302113309614695531e-05;7.317133772071529292e-05;7.329614786996883056e-05;7.339980747840188502e-05;7.348586686438622736e-05;7.355729108117178058e-05;7.361655300793497141e-05;7.366571271188459310e-05;7.370648477002163940e-05;7.374029511158119077e-05;7.376832891219197287e-05;7.379157064414742595e-05;7.381083781638484494e-05;7.382680894334874304e-05;7.384004708088527647e-05;7.385101939618778923e-05;7.386011334180362200e-05;7.386765021748682985e-05;7.387389641507162289e-05;7.387907275447837426e-05;7.388336266531049957e-05;7.388691766924592103e-05;7.388986358438866156e-05;7.389230508545896090e-05;7.389432803642000255e-05;7.389600466783045180e-05;7.389739361205455831e-05;7.389854479217688218e-05;7.389949861025904316e-05;7.390028972042147549e-05;7.390094441679676766e-05;7.390148782334264349e-05;7.390193675314291933e-05;7.390230996701339916e-05;7.390261854117347886e-05;7.390287512870929749e-05;7.390308830194970984e-05
8.884057341247929274e-05;9.165968292293862920e-05;9.411131808972465231e-05;9.622591965703590337e-05;9.803726955681397320e-05;9.957994412880832619e-05;1.008875267502061551e-04;1.019914659469717949e-04;1.029204365828531185e-04;1.037000665875837540e-04;1.043529125040443104e-04;1.048985927321372007e-04;1.053540115037448642e-04;1.057336269287340367e-04;1.060497321023175173e-04;1.063127298695493145e-04;1.065313898406116696e-04;1.067130819625068699e-04;1.068639843000450450e-04;1.069892651745838581e-04;1.070932409500051054e-04;1.071795114918887455e-04;1.072510757334746201e-04;1.073104296761242849e-04;1.073596491134629587e-04;1.074004593492662606e-04;1.074342935210374740e-04;1.074623417209115455e-04;1.074855916851420897e-04;1.075048631426431131e-04;1.075208361122231994e-04;1.075340746134931361e-04;1.075450464277421587e-04;1.075541393270942620e-04;1.075616749835052281e-04;1.075679197813339099e-04;1.075730951286836117e-04;1.075773838011723248e-04;1.075809377863671938e-04;1.075838827146496961e-04;1.075863231295416070e-04;1.075883456282833455e-04;1.075900214046291592e-04;1.075914101658192714e-04;1.075925612115772738e-04;1.075935145791089898e-04;1.075943050416399240e-04;1.075949600320833037e-04;1.075955015040119860e-04;1.075959509648257274e-04
