4.730914561914845218e-06;4.748976486485156136e-06;4.760168698454828241e-06;4.767087679808037613e-06;4.771358710664870151e-06;4.773992816773124809e-06;4.775616505922676918e-06;4.776617185577099759e-06;4.777233418275261641e-06;4.777613242804412127e-06;4.777847481716341685e-06;4.777990027018052141e-06;4.778080856240888602e-06;4.778130700757593067e-06;4.778167509657621167e-06;4.778195276154814396e-06;4.778209500468524835e-06;4.778216833644600352e-06;4.778198128977200984e-06;4.778156639442580845e-06
1.227396047079004001e-05;1.239628112309940486e-05;1.247283264588809031e-05;1.252044898097070719e-05;1.254995474139655727e-05;1.256819510685770306e-05;1.257945483540296594e-05;1.258639910033820079e-05;1.259067950657655202e-05;1.259331697031786322e-05;1.259494176486046243e-05;1.259594314169530359e-05;1.259655877199181403e-05;1.259693861545687903e-05;1.259717274381805783e-05;1.259731861633262756e-05;1.259740540540458263e-05;1.259745845742242428e-05;1.259749664077882368e-05;1.259752689057062747e-05
3.105067812199506933e-05;3.184565917271544596e-05;3.235582557813495999e-05;3.267822462928270512e-05;3.287999000288093144e-05;3.300549125231907669e-05;3.308325877730003216e-05;3.313133439655264892e-05;3.316101129940688183e-05;3.317931416628598548e-05;3.319059597103260760e-05;3.319754771435970723e-05;3.320183020632195214e-05;3.320446818450103110e-05;3.320609318465138810e-05;3.320709447869114899e-05;3.320770791859499645e-05;3.320808908209846647e-05;3.320832235185105428e-05;3.320847257765940978e-05
7.396578932628137973e-05;7.864266323467265036e-05;8.182910702280430694e-05;8.392323861357185646e-05;8.526709012500906769e-05;8.611632579097304322e-05;8.664779484509063732e-05;8.697837552376607437e-05;8.718322108860789281e-05;8.730985563064688759e-05;8.738802650875646398e-05;8.743623756702644293e-05;8.746595479288603401e-05;8.748426611066975947e-05;8.749554680288923762e-05;8.750249596189406149e-05;8.750677549269684477e-05;8.750941140700780436e-05;8.751103567728368750e-05;8.751203431756094406e-05
1.554433311910451653e-04;1.776501422391288767e-04;1.947877168645361604e-04;2.070909305571391279e-04;2.154724435812515910e-04;2.209803777711450020e-04;2.245147771478670407e-04;2.267482440836643637e-04;2.281459669760182649e-04;2.290153585789698500e-04;2.295540763944514521e-04;2.298871076894408233e-04;2.300926856138430616e-04;2.302194734266592164e-04;2.302976251137421766e-04;2.303457809709796085e-04;2.303754480165323497e-04;2.303937219460997594e-04;2.304049774658133664e-04;2.304119100921809518e-04
2.669233968836034749e-04;3.399253928546686998e-04;4.087758904256367631e-04;4.670323611185976274e-04;5.119662433226537844e-04;5.442117018114429015e-04;5.661725833952726151e-04;5.806015007975299982e-04;5.898592844173213782e-04;5.957090268389832232e-04;5.993696647316785423e-04;6.016465318894086622e-04;6.030573637218620327e-04;6.039295188982917503e-04;6.044678904124051828e-04;6.047999234272933384e-04;6.050045868314947711e-04;6.051306974418016330e-04;6.052083883996209335e-04;6.052562442467690571e-04
3.663396751179126142e-04;5.197279361644908642e-04;7.003087068347532348e-04;8.909531652917127096e-04;1.070409371872888199e-03;1.221990595992818521e-03;1.338743237877197418e-03;1.422439596349273734e-03;1.479399407511333220e-03;1.516805150604732220e-03;1.540797465495323060e-03;1.555954455569109147e-03;1.565438138658728322e-03;1.571336386545648355e-03;1.574990978350313594e-03;1.577250122631952212e-03;1.578644640085720028e-03;1.579504678862642987e-03;1.580034798605624031e-03;1.580361448966082156e-03
4.254873969144298178e-04;6.485659797020334018e-04;9.578343613575172237e-04;1.356066774787273140e-03;1.822787036830313514e-03;2.313059256853542030e-03;2.772270148471143222e-03;3.158435010555108672e-03;3.454806324098404734e-03;3.666698222682006434e-03;3.810631851893147692e-03;3.905034979731109111e-03;3.965536384106485741e-03;4.003737859147895456e-03;4.027632576853292304e-03;4.042490533247131493e-03;4.051695448256312400e-03;4.057385166199722545e-03;4.060897126853202366e-03;4.063062988233485592e-03
4.499925455062837236e-04;7.108823369859942594e-04;1.105652674099678141e-03;1.680313467037934487e-03;2.471365898044707281e-03;3.480449888639314520e-03;4.649653557458621918e-03;5.862548465648638116e-03;6.984646969840823706e-03;7.917996571790011234e-03;8.628058979119319558e-03;9.132428862988246562e-03;9.473484595477033032e-03;9.696498397817762682e-03;9.839143102938010393e-03;9.929098238977546870e-03;9.985320133172728707e-03;1.002026224371069425e-02;1.004190324197150666e-02;1.005527739262799050e-02
4.516457795994639540e-04;7.244772573166743251e-04;1.153669718401164040e-03;1.816343912694229649e-03;2.810583500196832483e-03;4.239895584718740042e-03;6.173364807069751069e-03;8.584270122689587404e-03;1.130295386538169786e-02;1.404206279891471315e-02;1.650574959193248578e-02;1.850557057738631134e-02;1.999790998875262613e-02;2.104308871495422575e-02;2.174297809209404728e-02;2.219767518442757395e-02;2.248729478759905337e-02;2.266945104433760322e-02;2.278310883433595085e-02;2.285367417828347916e-02
