2.805349056079932091e-06;2.804920570106118725e-06;2.804529577022679342e-06;2.804172870110947159e-06;2.803847480404686529e-06;2.803550667568851676e-06;2.803279955001628144e-06;2.803033081199447175e-06;2.802807941803728372e-06;2.802602678934060754e-06;2.802415503443507791e-06;2.802244867450990680e-06;2.802089276793651118e-06;2.801947452912401433e-06;2.801818197309694147e-06;2.801700344753869254e-06;2.801592908256560029e-06;2.801495058427480858e-06;2.801405739879056025e-06;2.801324462437470263e-06;2.801250288559443933e-06;2.801182804266970227e-06;2.801121183292544462e-06;2.801065083352375691e-06;2.801013915561794311e-06;2.800967308364921642e-06;2.800924920217351960e-06;2.800886206324301689e-06;2.800850935489008367e-06;2.800818825344857535e-06;2.800789420573182208e-06;2.800762869481121727e-06;2.800738350067752175e-06;2.800716233235263873e-06;2.800696280653555148e-06;2.800677582635400838e-06;2.800660936016550488e-06;2.800645569938819074e-06;2.800631537769301868e-06;2.800619090932092342e-06;2.800607569681851946e-06;2.800597232142057208e-06;2.800587248521657770e-06;2.800578660876312346e-06;2.800571106593231309e-06;2.800563479587129039e-06;2.800556905863505807e-06;2.800551148322961119e-06;2.800545696078626546e-06;2.800539782471635793e-06;2.800535501429695203e-06;2.800532038870150255e-06;2.800528269203961793e-06;2.800524811831843127e-06;2.800521758417053676e-06;2.800518552975090010e-06;2.800516837573550679e-06;2.800513072454441330e-06;2.800512668453299335e-06;2.800509102627778786e-06;2.800508289027918645e-06;2.800506948384720163e-06;2.800502780448227855e-06;2.800504438836418693e-06;2.800498738417039628e-06;2.800497441093871207e-06;2.800500869588960000e-06;2.800497756071498080e-06;2.800498979242221266e-06;2.800499697429834257e-06;2.800489653183500123e-06;2.800498466405681200e-06;2.800492173422802001e-06;2.800489340422935403e-06;2.800497117418290850e-06;2.800500596178356930e-06;2.800488414821324038e-06;2.800489341044163342e-06;2.800488471942443921e-06;2.800500631247445405e-06;2.800491621784849833e-06;2.800499744495490598e-06;2.800509139366193018e-06;2.800491151394017173e-06;2.800472627065963150e-06;2.800496096969765841e-06;2.800465711250917353e-06;2.800481740925491868e-06;2.800512703028563790e-06;2.800476434094948981e-06;2.800457473701421965e-06;2.800463454655751210e-06;2.800458685161332743e-06;2.800496306319521643e-06;2.800487101632115937e-06;2.800521473949146564e-06;2.800441827895243639e-06;2.800507913032008450e-06;2.800424521750839036e-06;2.800460090358764173e-06
3.380240972790710151e-06;3.379621356008347694e-06;3.379055808068566223e-06;3.378539694092078965e-06;3.378068763220041987e-06;3.377639110027274735e-06;3.377247187010730428e-06;3.376889684966244441e-06;3.376563603275869097e-06;3.376266262429882757e-06;3.375995080096085189e-06;3.375747842516280812e-06;3.375522387795466127e-06;3.375316885826187732e-06;3.375129481140188815e-06;3.374958636664450088e-06;3.374802968566731147e-06;3.374660968195706892e-06;3.374531634895614337e-06;3.374413667688958772e-06;3.374306189218642852e-06;3.374208248237824492e-06;3.374118907054687934e-06;3.374037599095942497e-06;3.373963412071310493e-06;3.373895815082482972e-06;3.373834284685814684e-06;3.373778134091623428e-06;3.373726992617404925e-06;3.373680272410424731e-06;3.373637929850586281e-06;3.373599171570189801e-06;3.373563987062438291e-06;3.373531849953951154e-06;3.373502552472936947e-06;3.373475802923000866e-06;3.373451212908180704e-06;3.373429143131297426e-06;3.373409002213204555e-06;3.373390752082903438e-06;3.373373891140171264e-06;3.373358942593329744e-06;3.373344918051605961e-06;3.373332185724561013e-06;3.373320420681822051e-06;3.373310250333726404e-06;3.373300396093861962e-06;3.373291383722450640e-06;3.373283729508712016e-06;3.373276933637701069e-06;3.373269419668712276e-06;3.373264122654832320e-06;3.373258634470307884e-06;3.373254126366290708e-06;3.373249446595796790e-06;3.373245453089142783e-06;3.373241659096978686e-06;3.373237826374034871e-06;3.373235030001864709e-06;3.373230058673658150e-06;3.373227985630657461e-06;3.373225546860394760e-06;3.373223104417102856e-06;3.373222021139789552e-06;3.373220635109261480e-06;3.373217590126993763e-06;3.373217957309127189e-06;3.373216640431694114e-06;3.373212882481413386e-06;3.373216720425054513e-06;3.373216142111570393e-06;3.373212828840686662e-06;3.373208692060281993e-06;3.373212846295169769e-06;3.373206629076379888e-06;3.373208389772474560e-06;3.373214823259087301e-06;3.373206380246807625e-06;3.373213403733411283e-06;3.373203140559553894e-06;3.373216593193602617e-06;3.373208544169879049e-06;3.373199633444571591e-06;3.373194933798389850e-06;3.373194186862505310e-06;3.373202739673227755e-06;3.373203719238980811e-06;3.373193046173170516e-06;3.373205698280560473e-06;3.373194985212202581e-06;3.373213406590885401e-06;3.373187369915541796e-06;3.373187268260579662e-06;3.373189703288429727e-06;3.373219143623219143e-06;3.373175635589959270e-06;3.373209307146819757e-06;3.373176647551098105e-06;3.373152781734102997e-06;3.373250339575367371e-06
4.073229350085281160e-06;4.072333976835258727e-06;4.071516435368612973e-06;4.070770130404959587e-06;4.070088941249548415e-06;4.069467292903085459e-06;4.068900070945564645e-06;4.068382567090237655e-06;4.067910492149580082e-06;4.067479883133680006e-06;4.067087138269479428e-06;4.066728974789880912e-06;4.066402377804827185e-06;4.066104567983038557e-06;4.065833018369844464e-06;4.065585442277787851e-06;4.065359784939640634e-06;4.065154009572956789e-06;4.064966479413643559e-06;4.064795466959397684e-06;4.064639638826304373e-06;4.064497582484807483e-06;4.064368142057564625e-06;4.064250121212900040e-06;4.064142579881037250e-06;4.064044551642670055e-06;4.063955289585389856e-06;4.063873915563309620e-06;4.063799633148097569e-06;4.063732005654086148e-06;4.063670499255977143e-06;4.063614341518757467e-06;4.063563057851908969e-06;4.063516579300185338e-06;4.063474059512799844e-06;4.063435458029588141e-06;4.063399925300802121e-06;4.063367793609588737e-06;4.063338735859010130e-06;4.063311808188624259e-06;4.063287622098880840e-06;4.063265213474805629e-06;4.063245072003755250e-06;4.063226699648099516e-06;4.063209920622303142e-06;4.063194805319719378e-06;4.063181168790118891e-06;4.063168336207527128e-06;4.063156811415536200e-06;4.063146132986409845e-06;4.063135848409234359e-06;4.063127713562555400e-06;4.063119965541789810e-06;4.063112137378215022e-06;4.063106361705750181e-06;4.063099694969630016e-06;4.063094216762647597e-06;4.063089538555241175e-06;4.063084739177805685e-06;4.063080035951135631e-06;4.063075849477657193e-06;4.063071825303367261e-06;4.063069549289690010e-06;4.063068029435197981e-06;4.063064907964762878e-06;4.063060509222540021e-06;4.063061093845306174e-06;4.063059891559077734e-06;4.063053857993695767e-06;4.063056819207224350e-06;4.063054925399151546e-06;4.063050954378565146e-06;4.063047153966464750e-06;4.063044349704563427e-06;4.063048408027376262e-06;4.063050587804773324e-06;4.063049490333698429e-06;4.063048727833976931e-06;4.063038831689501587e-06;4.063051053422485116e-06;4.063037678995606324e-06;4.063048201308933816e-06;4.063041681680907553e-06;4.063042830084037991e-06;4.063051104327614329e-06;4.063050942615544169e-06;4.063025140685912914e-06;4.063049123170175164e-06;4.063048723389188481e-06;4.063024832713752499e-06;4.063019397925883091e-06;4.063056646354491518e-06;4.063036181759052226e-06;4.063033896439318751e-06;4.063049467957441020e-06;4.063014087830561399e-06;4.063005619455183701e-06;4.063039601879159928e-06;4.063091393423280700e-06;4.062993900613088589e-06
4.908698928738668248e-06;4.907406154592093712e-06;4.906225260308547287e-06;4.905146795840569530e-06;4.904162096393798457e-06;4.903263175685691869e-06;4.902442706546732212e-06;4.901693950876421903e-06;4.901010752786642250e-06;4.900387431629408538e-06;4.899818829103210632e-06;4.899300163807860743e-06;4.898827123160150034e-06;4.898395733977406626e-06;4.898002351958529698e-06;4.897643628093027715e-06;4.897316582524431037e-06;4.897018390962723125e-06;4.896746537289923915e-06;4.896498722079258423e-06;4.896272822985634552e-06;4.896066887127435542e-06;4.895879215875963875e-06;4.895708116008873296e-06;4.895552124756747443e-06;4.895410013335543176e-06;4.895280536984429391e-06;4.895162418371011433e-06;4.895054837044062136e-06;4.894956842245108966e-06;4.894867514375862431e-06;4.894786056818332452e-06;4.894711878934747454e-06;4.894644087102102254e-06;4.894582616138185112e-06;4.894526445036099277e-06;4.894475294730789381e-06;4.894428453197677876e-06;4.894386072104095664e-06;4.894347388740036847e-06;4.894312044090141193e-06;4.894279817760011152e-06;4.894250552491740820e-06;4.894223993151805860e-06;4.894199483900156744e-06;4.894177394853434430e-06;4.894157118241358822e-06;4.894138701432282380e-06;4.894122445050834121e-06;4.894106899606739873e-06;4.894092805883005930e-06;4.894080497397405151e-06;4.894069028014070233e-06;4.894057740193340232e-06;4.894048893517106283e-06;4.894040124330229699e-06;4.894031660406148205e-06;4.894024595631312745e-06;4.894017291968278307e-06;4.894011576228993372e-06;4.894005938053700416e-06;4.894002508950726993e-06;4.893997539956024629e-06;4.893992856863173572e-06;4.893989178321451955e-06;4.893986445581011159e-06;4.893982322306469330e-06;4.893978993378580098e-06;4.893974808699693425e-06;4.893974660961235909e-06;4.893970952174476658e-06;4.893967377337725373e-06;4.893965532070590005e-06;4.893966596519265523e-06;4.893966626880165407e-06;4.893961638704440069e-06;4.893964449688949669e-06;4.893966482629412639e-06;4.893963246844953421e-06;4.893957076593384489e-06;4.893954254382759298e-06;4.893961446154312649e-06;4.893964274190935483e-06;4.893951738697966283e-06;4.893957454137349039e-06;4.893965320754351924e-06;4.893953437979689781e-06;4.893958216593056164e-06;4.893954696304034906e-06;4.893959847337730457e-06;4.893959827677562967e-06;4.893962548416675149e-06;4.893937945812399210e-06;4.893979321087646646e-06;4.893971658297499531e-06;4.893977194128710182e-06;4.893935819806985522e-06;4.893942190521982999e-06;4.893978941314716590e-06;4.893930602915993820e-06
5.916122779806818928e-06;5.914258155751384503e-06;5.912553965220639084e-06;5.910996865362729776e-06;5.909574510457454753e-06;5.908275535393717556e-06;5.907089509825241869e-06;5.906006782857082262e-06;5.905018562775733523e-06;5.904116708879006727e-06;5.903293806486795405e-06;5.902543040177660167e-06;5.901858176367869893e-06;5.901233475851947348e-06;5.900663715472270719e-06;5.900144103384231144e-06;5.899670259958829683e-06;5.899238246679376566e-06;5.898844306285243171e-06;5.898485154894383442e-06;5.898157726552765111e-06;5.897859211820626963e-06;5.897587152575953668e-06;5.897339096155728492e-06;5.897113027763768522e-06;5.896906913583526304e-06;5.896719115867417434e-06;5.896547976929845420e-06;5.896391907712911596e-06;5.896249651004649561e-06;5.896120111862966455e-06;5.896002000090642283e-06;5.895894399175331021e-06;5.895796249668787356e-06;5.895707020772557357e-06;5.895625562977105140e-06;5.895551331998825161e-06;5.895483671771337302e-06;5.895421973680410875e-06;5.895365762216147159e-06;5.895314553478496402e-06;5.895267882068199150e-06;5.895225345733729417e-06;5.895186895356447038e-06;5.895151295372492840e-06;5.895119346708652519e-06;5.895090148415402688e-06;5.895063452405198205e-06;5.895038726371360813e-06;5.895017073063230889e-06;5.894996457678719512e-06;5.894978042010009455e-06;5.894961175546060728e-06;5.894946030831130314e-06;5.894932221098730136e-06;5.894919342128855896e-06;5.894907436594400672e-06;5.894897856863863429e-06;5.894887565173002014e-06;5.894879432963999747e-06;5.894870724164536345e-06;5.894864050027422606e-06;5.894858287877372899e-06;5.894851222607882056e-06;5.894845720539880715e-06;5.894839685012760279e-06;5.894837713606821800e-06;5.894833743791182120e-06;5.894828165243681505e-06;5.894823136745152613e-06;5.894822813157828854e-06;5.894818929533031302e-06;5.894814708525139537e-06;5.894814659979938136e-06;5.894814289885234487e-06;5.894810724958013978e-06;5.894810113506632033e-06;5.894804686602981721e-06;5.894808404769335750e-06;5.894807444228211198e-06;5.894806705913959509e-06;5.894797660502828681e-06;5.894793584536837938e-06;5.894800461989422318e-06;5.894791219461318172e-06;5.894807514227233341e-06;5.894793088365233193e-06;5.894790486236145462e-06;5.894793951609278057e-06;5.894806553004125294e-06;5.894806174140367369e-06;5.894785090066092918e-06;5.894810688141284774e-06;5.894779788251721072e-06;5.894808985556432632e-06;5.894781325014608562e-06;5.894820638361785968e-06;5.894810322149949229e-06;5.894777028035791351e-06;5.894814299986077819e-06
7.131145940008595264e-06;7.128459879777420668e-06;7.126003329829117085e-06;7.123757466776630915e-06;7.121704845061625496e-06;7.119829378212332157e-06;7.118116213258184036e-06;7.116551656653900694e-06;7.115123126381557955e-06;7.113819039365509651e-06;7.112628756774053447e-06;7.111542506584695240e-06;7.110551370535563409e-06;7.109647097060884448e-06;7.108822193347914501e-06;7.108069775271901725e-06;7.107383517347060050e-06;7.106757680958937104e-06;7.106186955305209734e-06;7.105666573953854154e-06;7.105192109624032286e-06;7.104759514823328338e-06;7.104365135037004708e-06;7.104005616561980231e-06;7.103677862041988919e-06;7.103379134429804369e-06;7.103106812834975809e-06;7.102858653172285702e-06;7.102632365930477515e-06;7.102426187885776431e-06;7.102238271642831062e-06;7.102067066896381840e-06;7.101910894711621660e-06;7.101768709586927149e-06;7.101639032470454843e-06;7.101520902600666972e-06;7.101413204751630286e-06;7.101315170033465279e-06;7.101225739190294597e-06;7.101144256752194161e-06;7.101069973967093832e-06;7.101002459527553287e-06;7.100940624100842704e-06;7.100884503860448537e-06;7.100833438550753755e-06;7.100786835501173777e-06;7.100744283896562630e-06;7.100705654654949610e-06;7.100670093452362480e-06;7.100638383893992710e-06;7.100608845837204022e-06;7.100581955211278939e-06;7.100557520228283320e-06;7.100535323353112314e-06;7.100515302568187009e-06;7.100497289447062977e-06;7.100480695575271735e-06;7.100464381744150101e-06;7.100450572814670241e-06;7.100439030872799842e-06;7.100426261449442561e-06;7.100416642975704708e-06;7.100407591420423885e-06;7.100398261701384115e-06;7.100390397769603574e-06;7.100382520429776828e-06;7.100376899685039568e-06;7.100369724091467379e-06;7.100363086439660874e-06;7.100358134523422092e-06;7.100354158865520889e-06;7.100351895057245360e-06;7.100345496720216329e-06;7.100345319041727579e-06;7.100339340743114286e-06;7.100335944586447035e-06;7.100334728157719439e-06;7.100332639914427062e-06;7.100328154945482608e-06;7.100325774977471914e-06;7.100326665374404735e-06;7.100326490567397486e-06;7.100324462486070308e-06;7.100317378063719489e-06;7.100326000774254072e-06;7.100317825039652352e-06;7.100316446387975144e-06;7.100318294847859751e-06;7.100313431601399040e-06;7.100318040999836658e-06;7.100307141919843035e-06;7.100307045270425067e-06;7.100328624090670733e-06;7.100314171321528909e-06;7.100306951162646348e-06;7.100326559229352711e-06;7.100304353509536514e-06;7.100329479319369024e-06;7.100313032045019236e-06;7.100296158783731057e-06
8.596907955104296826e-06;8.593044537074041503e-06;8.589508390553862808e-06;8.586273166325785521e-06;8.583314375684209283e-06;8.580609342769437807e-06;8.578137070163551986e-06;8.575878162837274814e-06;8.573814740468493578e-06;8.571930306850792576e-06;8.570209719022470001e-06;8.568639006357400302e-06;8.567205371645697458e-06;8.565897046255714262e-06;8.564703254827237444e-06;8.563614111886767787e-06;8.562620548722394990e-06;8.561714283916163488e-06;8.560887739922772252e-06;8.560133931665509500e-06;8.559446554977608845e-06;8.558819771940796896e-06;8.558248301150839891e-06;8.557727260841009300e-06;8.557252262947806203e-06;8.556819255135017090e-06;8.556424519070084822e-06;8.556064664806892748e-06;8.555736678690692212e-06;8.555437757526029405e-06;8.555165257951303891e-06;8.554916935947393808e-06;8.554690624012100178e-06;8.554484265562578102e-06;8.554296341713727488e-06;8.554124946202919916e-06;8.553968779901043265e-06;8.553826525209352378e-06;8.553696913872193289e-06;8.553578638821500359e-06;8.553471001136124632e-06;8.553372907416547302e-06;8.553283365077329477e-06;8.553202001604729503e-06;8.553127806374901621e-06;8.553060210306203873e-06;8.552998537378354567e-06;8.552942118421049479e-06;8.552891234571874355e-06;8.552844217574152256e-06;8.552801780105321540e-06;8.552762977568850747e-06;8.552727752696169769e-06;8.552695853657568160e-06;8.552666415063076968e-06;8.552639377850974274e-06;8.552615251976785287e-06;8.552592889514342976e-06;8.552573370419081232e-06;8.552554345694478874e-06;8.552537923384133983e-06;8.552522088353318975e-06;8.552508526740260710e-06;8.552496440846383765e-06;8.552484518607281775e-06;8.552473013291948649e-06;8.552464553871140689e-06;8.552456531948508166e-06;8.552447609586457519e-06;8.552439646432404057e-06;8.552434160348291361e-06;8.552427603749858707e-06;8.552423138266247366e-06;8.552415498554323509e-06;8.552410862583454366e-06;8.552409004722096120e-06;8.552403308179022307e-06;8.552403327738187047e-06;8.552395052301046418e-06;8.552396531977187892e-06;8.552390845912629920e-06;8.552389913807284863e-06;8.552391292000014210e-06;8.552382092288727592e-06;8.552389060672457947e-06;8.552382787852034658e-06;8.552381299361210936e-06;8.552387408038075522e-06;8.552372713288924704e-06;8.552370561393695720e-06;8.552379892997585392e-06;8.552364348049478062e-06;8.552380772201426741e-06;8.552375174710550104e-06;8.552369442457166934e-06;8.552373300805007173e-06;8.552352151247775159e-06;8.552382707181609484e-06;8.552371693741297161e-06;8.552360204290237227e-06
1.036565933619689154e-05;1.036011300918918078e-05;1.035503148447516794e-05;1.035037823441126040e-05;1.034611916991633497e-05;1.034222253845573175e-05;1.033865886467523399e-05;1.033540081706161410e-05;1.033242312057042457e-05;1.032970240796659452e-05;1.032721713570587744e-05;1.032494745758135568e-05;1.032287510357570107e-05;1.032098327575773402e-05;1.031925653703742088e-05;1.031768074792768494e-05;1.031624290230044724e-05;1.031493109923451755e-05;1.031373440704143263e-05;1.031264287314793530e-05;1.031164733680418945e-05;1.031073943411785608e-05;1.030991152649955192e-05;1.030915660560770415e-05;1.030846826967159427e-05;1.030784075084556041e-05;1.030726862832891104e-05;1.030674703481090707e-05;1.030627162158134092e-05;1.030583825299123599e-05;1.030544317008588675e-05;1.030508310297660498e-05;1.030475493660306375e-05;1.030445581877057786e-05;1.030418319668118134e-05;1.030393472590955267e-05;1.030370837301675676e-05;1.030350196429779268e-05;1.030331388363861515e-05;1.030314261009803291e-05;1.030298644745571806e-05;1.030284396602822514e-05;1.030271441321146784e-05;1.030259607664405675e-05;1.030248853678429656e-05;1.030239030951896198e-05;1.030230102520699647e-05;1.030221931903795439e-05;1.030214528061838058e-05;1.030207759131188572e-05;1.030201598448036696e-05;1.030195962489989868e-05;1.030190844196440124e-05;1.030186206551661252e-05;1.030181899123014664e-05;1.030178052127035444e-05;1.030174523572862352e-05;1.030171336043570290e-05;1.030168403734517904e-05;1.030165682632457695e-05;1.030163242784712842e-05;1.030161046083462985e-05;1.030159034328114801e-05;1.030157248624822481e-05;1.030155595202952340e-05;1.030154062122902102e-05;1.030152568703218902e-05;1.030151423900640193e-05;1.030150237398651174e-05;1.030149200958316915e-05;1.030148089141255904e-05;1.030147228997308429e-05;1.030146594609175007e-05;1.030145639159462164e-05;1.030145231546925572e-05;1.030144382454886115e-05;1.030143904587588483e-05;1.030143681641506382e-05;1.030142810243771257e-05;1.030142743622347372e-05;1.030142601361438643e-05;1.030141912994417958e-05;1.030141301766438242e-05;1.030141572583691380e-05;1.030140751209623681e-05;1.030141314183705943e-05;1.030140466467018786e-05;1.030140379125051767e-05;1.030139930303387186e-05;1.030140074993191859e-05;1.030139635162225513e-05;1.030139116748714982e-05;1.030140630607850552e-05;1.030139211458199479e-05;1.030140169707056195e-05;1.030139806901661269e-05;1.030140381011969445e-05;1.030139233459568407e-05;1.030138839494928274e-05;1.030139625614929563e-05
1.250074002092277244e-05;1.249279630296907132e-05;1.248550938044997850e-05;1.247882925589724145e-05;1.247270894609256977e-05;1.246710447045026995e-05;1.246197474568102258e-05;1.245728155133087037e-05;1.245298937299328845e-05;1.244906530159190172e-05;1.244547887796705755e-05;1.244220198493473777e-05;1.243920866419054804e-05;1.243647500154976897e-05;1.243397899978850343e-05;1.243170042800462669e-05;1.242962070891162992e-05;1.242772277798970588e-05;1.242599100503401303e-05;1.242441100632908703e-05;1.242296971072670930e-05;1.242165502911985965e-05;1.242045597798590379e-05;1.241936247034526891e-05;1.241836530685621024e-05;1.241745606011320719e-05;1.241662705460524902e-05;1.241587118856145165e-05;1.241518211646874981e-05;1.241455395559831152e-05;1.241398131709225539e-05;1.241345933422395626e-05;1.241298352799775024e-05;1.241254987369571234e-05;1.241215461526074357e-05;1.241179434585393079e-05;1.241146594603010653e-05;1.241116676997391077e-05;1.241089403968602482e-05;1.241064555467627883e-05;1.241041896901205444e-05;1.241021259339321518e-05;1.241002450505777277e-05;1.240985308820530601e-05;1.240969678169467547e-05;1.240955444116024250e-05;1.240942474862340495e-05;1.240930648356380106e-05;1.240919895113332619e-05;1.240910079291835294e-05;1.240901138455039599e-05;1.240892982373340875e-05;1.240885548132110477e-05;1.240878802297814143e-05;1.240872624404463377e-05;1.240866977983255382e-05;1.240861883956808247e-05;1.240857243115919786e-05;1.240852929656441812e-05;1.240849100441775819e-05;1.240845519331183969e-05;1.240842329373822497e-05;1.240839364057400318e-05;1.240836770749801252e-05;1.240834358946890039e-05;1.240832077637462344e-05;1.240830125986615119e-05;1.240828194910217157e-05;1.240826560314257525e-05;1.240825040003349584e-05;1.240823537646166393e-05;1.240822459074911562e-05;1.240821297655201530e-05;1.240820239636369378e-05;1.240819135209270524e-05;1.240818396992209598e-05;1.240817411825482857e-05;1.240817062987675631e-05;1.240816248037051964e-05;1.240815493146848984e-05;1.240815173322646631e-05;1.240814569764181963e-05;1.240814141585501606e-05;1.240813259859755689e-05;1.240813425865169044e-05;1.240813020425642962e-05;1.240812893913825006e-05;1.240812272698121515e-05;1.240811510685276927e-05;1.240811955696368129e-05;1.240810792235748473e-05;1.240812111573840212e-05;1.240811688408417527e-05;1.240810825789584792e-05;1.240811285830280718e-05;1.240809842352338223e-05;1.240811452470578640e-05;1.240809845919163810e-05;1.240810510167512721e-05;1.240809578616320166e-05
1.507900303281605436e-05;1.506765863811928241e-05;1.505723634931687932e-05;1.504766889845775650e-05;1.503889248655794164e-05;1.503084690459421060e-05;1.502347556389586334e-05;1.501672548469865253e-05;1.501054721093710436e-05;1.500489468237707375e-05;1.499972514557421611e-05;1.499499896015970387e-05;1.499067944464655705e-05;1.498673271706083476e-05;1.498312752528697853e-05;1.497983508075498197e-05;1.497682887306558696e-05;1.497408453967480346e-05;1.497157970039627377e-05;1.496929380849036301e-05;1.496720802850472188e-05;1.496530509845958670e-05;1.496356915852023272e-05;1.496198574719847351e-05;1.496054159889175933e-05;1.495922455167344930e-05;1.495802356766285095e-05;1.495692847192942167e-05;1.495592997032815190e-05;1.495501962759345003e-05;1.495418971759673448e-05;1.495343309040298124e-05;1.495274343859995283e-05;1.495211475360216759e-05;1.495154167764229344e-05;1.495101937534008559e-05;1.495054330556102138e-05;1.495010941590502778e-05;1.494971397618448978e-05;1.494935351521069818e-05;1.494902506870818077e-05;1.494872575531799656e-05;1.494845290266495109e-05;1.494820430966379997e-05;1.494797766739424921e-05;1.494777136247998598e-05;1.494758316148578700e-05;1.494741175116849623e-05;1.494725536500657191e-05;1.494711311342315313e-05;1.494698342593070510e-05;1.494686507449312748e-05;1.494675760032811782e-05;1.494665927260430638e-05;1.494656975895026250e-05;1.494648827881580115e-05;1.494641411506799580e-05;1.494634649324964553e-05;1.494628504884591012e-05;1.494622819188415801e-05;1.494617750650075368e-05;1.494613098944325108e-05;1.494608801327462033e-05;1.494604932556241020e-05;1.494601477062246644e-05;1.494598218436142503e-05;1.494595332442992958e-05;1.494592601324251288e-05;1.494590202060249331e-05;1.494587916731047892e-05;1.494585975173033608e-05;1.494584046388810816e-05;1.494582570882843273e-05;1.494580817988212238e-05;1.494579625903709602e-05;1.494578152590515202e-05;1.494576995226660486e-05;1.494576100760430276e-05;1.494574987466717077e-05;1.494574182940597518e-05;1.494573299288878928e-05;1.494572648480970150e-05;1.494572099736909772e-05;1.494571432109536201e-05;1.494570597166530082e-05;1.494570671480038717e-05;1.494569947816222197e-05;1.494569394931949985e-05;1.494568735582881992e-05;1.494568888847294872e-05;1.494568425547394041e-05;1.494568476953569839e-05;1.494567819487270927e-05;1.494568357638986262e-05;1.494567626308994376e-05;1.494567698815406160e-05;1.494566247933744507e-05;1.494567682356717263e-05;1.494567167444797567e-05;1.494566507110199117e-05
